4	1.000	-55.797	0.000	0.000	
4	2.000	-55.794	0.000	0.000	
4	3.000	-55.791	0.000	0.000	
4	4.000	-55.789	0.000	0.000	
4	5.000	-55.786	0.000	0.000	
4	6.000	-55.784	0.000	0.000	
4	7.000	-55.782	0.000	0.000	
4	8.000	-55.779	0.000	0.000	
4	9.000	-55.777	0.000	0.000	
4	10.000	-55.775	0.000	0.000	
4	11.000	-55.774	0.000	0.000	
4	12.000	-55.772	0.000	0.000	
4	13.000	-55.770	0.000	0.000	
4	14.000	-55.769	0.000	0.000	
4	15.000	-55.767	0.000	0.000	
4	16.000	-55.766	0.000	0.000	
4	17.000	-55.764	0.000	0.000	
4	18.000	-55.763	0.000	0.000	
4	19.000	-55.762	0.000	0.000	
4	20.000	-55.761	0.000	0.000	
4	21.000	-55.760	0.000	0.000	
4	22.000	-55.759	0.000	0.000	
4	23.000	-55.758	0.000	0.000	
4	24.000	-55.758	0.000	0.000	
4	25.000	-55.757	0.000	0.000	
4	26.000	-55.756	0.000	0.000	
4	27.000	-55.756	0.000	0.000	
4	28.000	-55.755	0.000	0.000	
4	29.000	-55.755	0.000	0.000	
4	30.000	-55.754	0.000	0.000	
4	31.000	-55.754	0.000	0.000	
4	32.000	-55.754	0.000	0.000	
4	33.000	-55.754	0.000	0.000	
4	34.000	-55.753	0.000	0.000	
4	35.000	-55.753	0.000	0.000	
4	36.000	-55.753	0.000	0.000	
4	37.000	-55.753	0.000	0.000	
4	38.000	-55.753	0.000	0.000	
4	39.000	-55.753	0.000	0.000	
4	40.000	-55.753	0.000	0.000	
4	41.000	-55.753	0.000	0.000	
4	42.000	-55.753	0.000	0.000	
4	43.000	-55.753	0.000	0.000	
4	44.000	-55.753	0.000	0.000	
4	45.000	-55.753	0.000	0.000	
4	46.000	-55.753	0.000	0.000	
4	47.000	-55.753	0.000	0.000	
4	48.000	-55.753	0.000	0.000	
4	49.000	-55.753	0.000	0.000	
4	50.000	-55.754	0.000	0.000	
4	51.000	-55.754	0.000	0.000	
4	52.000	-55.754	0.000	0.000	
4	53.000	-55.754	0.000	0.000	
4	54.000	-55.754	0.000	0.000	
4	55.000	-55.754	0.000	0.000	
4	56.000	-55.754	0.000	0.000	
4	57.000	-55.755	0.000	0.000	
4	58.000	-55.755	0.000	0.000	
4	59.000	-55.755	0.000	0.000	
4	60.000	-55.755	0.000	0.000	
4	61.000	-55.755	0.000	0.000	
4	62.000	-55.755	0.000	0.000	
4	63.000	-55.756	0.000	0.000	
4	64.000	-55.756	0.000	0.000	
4	65.000	-55.756	0.000	0.000	
4	66.000	-55.756	0.000	0.000	
4	67.000	-55.756	0.000	0.000	
4	68.000	-55.756	0.000	0.000	
4	69.000	-55.757	0.000	0.000	
4	70.000	-55.757	0.000	0.000	
4	71.000	-55.757	0.000	0.000	
4	72.000	-55.757	0.000	0.000	
4	73.000	-55.757	0.000	0.000	
4	74.000	-55.757	0.000	0.000	
4	75.000	-55.757	0.000	0.000	
4	76.000	-55.758	0.000	0.000	
4	77.000	-55.758	0.000	0.000	
4	78.000	-55.758	0.000	0.000	
4	79.000	-55.758	0.000	0.000	
4	80.000	-55.758	0.000	0.000	
4	81.000	-55.758	0.000	0.000	
4	82.000	-55.758	0.000	0.000	
4	83.000	-55.758	0.000	0.000	
4	84.000	-55.758	0.000	0.000	
4	85.000	-55.758	0.000	0.000	
4	86.000	-55.758	0.000	0.000	
4	87.000	-55.759	0.000	0.000	
